source_type,database_name,table_name,column_name,column_position,data_type,is_nullable,column_key
bigquery,tappx_us_east4,ssp_testab_requests_errors,hasError,12,BOOL,YES,
bigquery,tappx_us_east4,ssp_testab_requests_errors,rqData,13,STRING,YES,
bigquery,tappx_us_east4,ssp_testab_requests_errors,networkAd,14,STRING,YES,
bigquery,tappx_us_east4,ssp_testab_requests_errors,net,15,STRING,YES,
bigquery,tappx_us_east4,ssp_testab_requests_errors,rqDate,16,DATE,YES,
bigquery,tappx_us_east4,tappx_category_similarities,snapshot_date,1,DATE,NO,
bigquery,tappx_us_east4,tappx_category_similarities,tappx_catego_publisher,2,STRING,YES,
bigquery,tappx_us_east4,tappx_category_similarities,tappx_catego_advertiser,3,STRING,YES,
bigquery,tappx_us_east4,tappx_category_similarities,similarity_score,4,FLOAT64,YES,
bigquery,tappx_us_east4,tappx_category_similarities,threshold1,5,BOOL,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,id_install,1,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,ts_request,2,TIMESTAMP,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,ts_click,3,TIMESTAMP,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,ts_install,4,TIMESTAMP,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,adunit,5,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,banner_size,6,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,bundle_request,7,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,bundle_offer,8,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,id_offer,9,INT64,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,id_network,10,INT64,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,country,11,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,city,12,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,offer_revenue,13,FLOAT64,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,offer_revenue_type,14,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,offer_goal,15,FLOAT64,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,offer_goal_type,16,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,currency,17,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,device_id,18,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,endpoint,19,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,source,20,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,perf_source,21,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,ip,22,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,id_request,23,INT64,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,id_click,24,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,os,25,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,os_id,26,INT64,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,os_version,27,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,vta,28,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,ua,29,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,video,30,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,video_type,31,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,algo_incoming_traffic,32,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,algo_tag_reqs,33,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,algo_sprinkler,34,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,algo_offer_selection,35,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,sdk,36,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,sdk_version,37,STRING,YES,
bigquery,tappx_us_east4,temp_new_installs_csv,id_req_ssp,38,STRING,YES,
